idiom,count
all over the map,14
all over the world,14
All Students Take Calculus,14
all over with,14
all points of the compass,14
all politics is local,14
all quiet on the Western Front,14
all rights reserved,14
all roads lead to Rome,14
if all rumors are true,14
all set,14
all sixes and sevens,14
O ye of little faith,14
Nuremberg defense,14
"compare apples to apples, oranges to oranges",14
Hoover flag,14
"Houston, we have a problem",14
Humpty Dumptyism,14
I am English,14
I am HIV positive,14
I am a doctor,14
I am afraid of this,14
I am what I am,14
I approve this message,14
I ask you!,14
I before E except after C,14
"I believe you, thousands wouldn't",14
"I came, I saw, I conquered",14
I can tell you,14
I can't lie,14
I can't remember the last time,14
I can't swim,14
I choose violence,14
I could eat a horse,14
I couldn't have said it better myself,14
I declare,14
I do,14
Horn OK Please,14
Holy of Holies,14
Nubian queen,14
holy grail,14
God knows,14
God love you,14
God loves a trier,14
God rest her soul,14
God rest his soul,14
God rest their soul,14
God rest their souls,14
God works in mysterious ways,14
God's eye,14
God's gift,14
God's gift to men,14
God's gift to women,14
God's green earth,14
God's honest truth,14
God's work,14
Gong Xi Fa Cai,14
Google is your friend,14
Greek calends,14
Hail Mary,14
hallmark moment,14
Hollywood moment,14
I don't know,14
I don't care,14
I don't chew my cabbage twice,14
I don't drive,14
I have a fever,14
I have a headache,14
I have a question,14
I have a toothache,14
I have asthma,14
I have cancer,14
I have diabetes,14
high blood pressure,14
have low blood pressure,14
I have no money,14
I hear you,14
I hope you're happy,14
I just work here,14
I kid you not,14
I know,14
I know it when I see it,14
I know that's right,14
"I know, right",14
I like that!,14
I like turtles,14
I like you,14
I have a cold,14
I've got a bridge to sell you,14
I have AIDS,14
I don't suppose,14
I don't eat beef,14
I don't eat fish,14
I don't eat meat,14
I don't eat pork,14
I don't fancy yours,14
I don't have all day,14
I don't know about that,14
I don't mind,14
I don't speak English,14
I don't think so,14
I hate you,14
I don't understand,14
I don't want it,14
I don't want to buy anything,14
I don't want to talk about it,14
I fear,14
I feel you,14
I got two phones,14
I got mine,14
I hardly know her,14
God is in the detail,14
God helps those who help themselves,14
God hates a coward,14
Christmas comes early,14
Broken Arrow,14
Brownian motion,14
Buckley's and none,14
Buckley's chance,14
Burma Road,14
Cadillac problem,14
Caesar's wife must be above suspicion,14
Cali or bust,14
Cave of Adullam,14
Chicago overcoat,14
China syndrome,14
China's final warning,14
Chinaman's chance,14
Chinese Wall,14
Chinese compliment,14
Chinese overtime,14
Chinese puzzle,14
Chinese water torture,14
Chinese whispers,14
Christian soldier,14
Christmas come early,14
Bravo Zulu,14
"BIM, BEM, BUM",14
big bad wolf,14
Adam and Eve,14
'nuff said,14
'tis the season,14
110 proof,14
11th Commandment,14
12-ounce curls,14
23 skidoo,14
51 percent,14
800-pound gorilla,14
A for effort,14
"Adam and Eve, not Adam and Steve",14
Benjamin Button,14
Adam's ale,14
affair partner,14
American Dream,14
April showers bring May flowers,14
Asian don't raisin,14
Attic salt,14
Augean stables,14
Avada Kedavra,14
Barkis is willin',14
Christmas comes but once a year,14
Christmas is coming,14
God doesn't give with both hands,14
Christmas tree bill,14
English or Spanish?,14
English rose,14
Enigma machine,14
Erin go bragh,14
Evel Knievel,14
Exhibit A,14
F in the chat,14
Father Charles Goes Down And Ends Battle,14
Faustian bargain,14
Faustian deal,14
Faustian dilemma,14
Florence Nightingale,14
Fort Knox,14
Frankenstein's monster,14
French fact,14
French leave,14
Garden of Eden,14
Gary Glitter,14
German goiter,14
German virgin,14
God Save the Queen,14
Emma Chisit,14
Elvis has left the building,14
Elizabethan collar,14
Dirty Harry,14
Clapham Junction,14
Crimea river,14
Dagwood sandwich,14
Daniel come to judgment,14
Darby and Joan,14
Delhi belly,14
Delivered Ex Quay,14
Delivered Ex Ship,14
Derangement Syndrome,14
Disgusted of Tunbridge Wells,14
Eddie would go,14
Domesday Book,14
Donald Ducking it,14
Dunkirk spirit,14
Dutch courage,14
Dutch reckoning,14
Dutchman's breeches,14
E-ticket,14
Earth to someone,14
Eat at Joe's,14
I live in Melbourne,14
I lost my backpack,14
I lost my bag,14
Jane Roe,14
I'm straight,14
I'm sure,14
I'm thirsty,14
I'm tired,14
I'm twenty years old,14
I'm using tilt controls!,14
I'm worried,14
I'm your huckleberry,14
I've been robbed,14
I've been shot,14
burn oneself,14
I've got news for you,14
lost my keys,14
I've never heard it called that before,14
Ich dien,14
Indian sign,14
Indian summer,14
Irish hint,14
Irishman's hurricane,14
Jane Average,14
Jane Doe,14
I'm sorry,14
I'm single,14
I'm sick,14
I'm looking for a job,14
I'm going to hell for this,14
I'm good,14
I'm here all week,14
I'm homosexual,14
I'm hot,14
I'm hungry,14
I'm in love with you,14
I'm lesbian,14
I'm looking for a grocery store,14
I'm lost,14
I'm scared,14
I'm married,14
I am mute,14
I'm not being funny,14
I'm not going to lie,14
I'm not religious,14
I'm not telling you,14
I'm not the one,14
I'm pregnant,14
"I'm rubber, you're glue",14
Jane Hancock,14
Jedi mind trick,14
I'm full,14
Jesus Christ,14
Mad Max,14
Magna Carta,14
Mandate of Heaven,14
Mario Andretti,14
Mary Celeste,14
Master John Goodfellow,14
May the Fourth be with you,14
Mexican breakfast,14
Miss Right,14
Mister Right,14
Mister Wrong,14
"Molex to SATA, lose all your data",14
Mona Lisa,14
monopoly money,14
Mother Hubbard,14
Mount Everest,14
Nantucket sleigh ride,14
Nessus' shirt,14
Nikon choir,14
Nixon in China,14
North Star,14
Mack truck,14
Lord willing and the creek don't rise,14
Lord love you,14
Johnny Appleseed,14
Jesus nut,14
"Jesus, take the wheel",14
Joan of Arc,14
Joe Random,14
John Hancock,14
put your John Henry on,14
Join Mastodon,14
John Q. Public,14
John the Baptist,14
"Katy, bar the door",14
Lombard Street to a China orange,14
Kilroy was here,14
King of the Jungle,14
King's shilling,14
Gong Hei Fatt Choi,14
Klaatu barada nikto,14
Kool-Aid smile,14
Kung Hei Fat Choi,14
L in the chat,14
Latin time,14
I'm gay,14
"I'm fine, thank you",14
I lost my glasses,14
I'll leave it up to you,14
I told you so,14
You don't always get what you want,14
I want my money back,14
I want to go to the toilet,14
I want to know,14
"I will, yeah",14
I wish,14
"I wish I may, I wish I might",14
I would,14
I would rather die than [do something],14
I'd like to kiss you,14
I'd like to know,14
I'd like to see someone try,14
I'll be a monkey's uncle,14
I'll be bound,14
I'll be dipped in shit,14
I'll be in my bunk,14
I'll believe it when I see it,14
I'll bite,14
I'll call the police,14
I'll get my coat,14
I told you,14
I thought you'd never ask,14
"I think, therefore I am",14
I said what I said,14
I lost my handbag,14
I lost my keys,14
I lost my wallet,14
I love you,14
I miss you,14
I must go,14
I put it to you,14
I resemble that remark,14
I rest my case,14
"I see London, I see France",14
I think so,14
I see what you did there,14
I see you,14
"I see, said the blind man",14
I spy with my little eye,14
I stand corrected,14
I swear,14
I take it,14
I tell a lie,14
I tell you,14
I'll have you know,14
I'll pass,14
I'm fine,14
I'll say,14
I'm agnostic,14
"I'm all right, Jack",14
I'm allergic to aspirin,14
I'm allergic to nuts,14
I'm allergic to penicillin,14
I'm allergic to pollen,14
I'm an atheist,14
aromantic,14
I'm asexual,14
I am ashamed,14
I'm bisexual,14
I'm bleeding,14
I'm blind,14
I'm busy,14
I'm cold,14
I'm confused,14
I'm deaf as a post,14
divorced,14
I'm dying,14
I'm easy,14
I'm embarrassed,14
agender,14
I'm afraid so,14
I'm afraid not,14
I'm a Catholic,14
I'll see your and raise you,14
I'll show you,14
I'm 14 and this is deep,14
I'm American,14
I'm British,14
I'm Canadian,14
I'm Hindu,14
I'm Jewish,14
I'm a Buddhist,14
I'm a Christian,14
I'm a vegetarian,14
I'm a Dutchman,14
I'm a Muslim,14
I'm a Protestant,14
I am a girl,14
I'm a guy,14
I'm a lesbian,14
I'm a trans girl,14
I'm a trans guy,14
I'm a vegan,14
apples to apples,14
tied to one's wife's apron strings,14
Book of Proverbs,14
bend the knee,14
bend to one's will,14
bend to someone's will,14
bene darkmans,14
beneath the surface,14
benevolent overlord,14
bent on,14
bent on the splice,14
beside oneself,14
beside the point,14
best before,14
best bet,14
the best laid plans,14
best of,14
best of both worlds,14
best of the bunch,14
not best pleased,14
best regards,14
best-kept secret,14
bet a dollar to a doughnut,14
bet one's boots,14
bet one's bottom dollar,14
bend the truth,14
bend the brain,14
be there and be square,14
bend someone's will,14
believe me,14
believe one's ears,14
believe one's eyes,14
believe you me,14
bell cow,14
bell out,14
bell the cat,14
"bell, book, and candle",14
bells and whistles,14
bellwether state,14
belly up,14
belly up to the bar,14
below par,14
below the belt,14
below the salt,14
Ben Sira,14
bench jockey,14
bend one's elbow,14
bend over backwards,14
bend sinister,14
bend someone's ear,14
bet the farm,14
"bet the jockey, not the horse",14
betray with a kiss,14
better and better,14
"bi now, gay later",14
bide one's time,14
the big boys,14
big break,14
big brother,14
big bucks,14
big daddy,14
big deal,14
big dick energy,14
the big end of town,14
big fat,14
big fish,14
big fish eat little fish,14
big fish in a small pond,14
big girl,14
big gun,14
big head,14
big if true,14
big mad,14
big man on campus,14
big man ting,14
beyond the pale,14
beyond the black stump,14
beyond one's years,14
between Scylla and Charybdis,14
the better angels,14
better dead than red,14
better for it,14
in a better light,14
better luck next time,14
better nature,14
in a better place,14
better safe than sorry,14
better than sex,14
between a rock and a hard place,14
beyond one's pay grade,14
between the ears,14
between the hammer and the anvil,14
between the jigs and the reels,14
between the pipes,14
between two stools,14
between you and me and the bedpost,14
betwixt and between,14
beware of Greeks bearing gifts,14
beyond a shadow of a doubt,14
believe it or not,14
belemnite battlefield,14
belay my last,14
"beauty fades, dumb is forever",14
beat one's breast,14
beat swords into ploughshares,14
beat someone at their own game,14
beat someone round the ears,14
beat someone's ass,14
beat someone's brains out,14
beat the bishop,14
beat the clock,14
beat the cock,14
beat the crowd,14
beat the daylights out of,14
beat the drum for,14
beat the odds,14
beat the pants off,14
beat the poop out of,14
beat the shit out of,14
beat the stuffing out of,14
beat to the punch,14
beat with the ugly stick,14
beating heart,14
beats me,14
beat one's brains,14
beat on,14
beat off with a stick,14
bear with,14
be-all and end-all,14
beacon of hope,14
beady eye,14
bear a hand,14
bear fruit,14
bear in mind,14
bear oneself,14
bear the brunt,14
bear up,14
beard the lion in his den,14
beat off,14
beast with two backs,14
beat Banaghan,14
beat a dead horse,14
beat a retreat,14
beat around the bush,14
beat as one,14
beat feet,14
beat hollow,14
beat it,14
beautiful people,14
beauty is only skin deep,14
behind time,14
beauty queen,14
before someone's time,14
before you can say Jack Robinson,14
before you can say knife,14
beg for one's life,14
beg off,14
beg to differ,14
beg yours pardon,14
"beg, borrow, or steal",14
beggars can't be choosers,14
begging bowl,14
behind bars,14
behind closed doors,14
behind its time,14
behind someone's back,14
behind the bit,14
behind the counter,14
behind the eight-ball,14
behind the scenes,14
behind the times,14
behind the wheel,14
behind the wire,14
before one knows where one is,14
before one knows it,14
before it was cool,14
bed blocker,14
beauty sleep,14
beauty won't make the pot boil,14
beaver away,14
because one can,14
because reasons,14
because you touch yourself at night,14
what will become of,14
become one flesh,14
become one with one's inner self,14
bed down,14
beer muscles,14
bed in,14
bed of roses,14
bee in one's bonnet,14
beef to the hoof,14
"been there, done that",14
"been there, done that, bought the T-shirt",14
been to the rodeo,14
beer and skittles,14
beer goggles,14
big money,14
big name,14
big old,14
blow to kingdom come,14
blow (someone) off course,14
blow off steam,14
blow one's chance,14
blow one's load,14
